sentiment,text
1,It's been over a month of store visits and calls and still my iPhone doesn't receive texts from non @apple or @ATTCares customers #fail
1,Not sure who is worse @ATT @Apple vacations or @SovereignBankUS
3,#AAPL:Steve Jobs Defends Apple in Taped Deposition...http://t.co/7oXigddEQU
1,"Dear @apple , please find a solution to this, it happens with all of your cords: http://t.co/MsnP6PI2O9"
1,@WhoaBiebz: GET YOUR SHIT TOGETHER OR I'LL GUY A SAMSUNG GALAXY S5 @APPLE' http://t.co/LEHpmkxK0a
1,RT @chemixcalbieber: '@WhoaBiebz: GET YOUR SHIT TOGETHER OR I'LL GUY A SAMSUNG GALAXY S5 @APPLE' http://t.co/LEHpmkxK0a
5,#AAPL:Here's The Perfect Gift For Any Apple Fan...http://t.co/uNPTO1gjbL
1,RT @chemixcalbieber: '@WhoaBiebz: GET YOUR SHIT TOGETHER OR I'LL GUY A SAMSUNG GALAXY S5 @APPLE' http://t.co/LEHpmkxK0a
5,Apple Inc's Brand Value Jumped 21% -- Here Are 3 Companies Soaring Even ... http://t.co/oYaZb1Xeed #AAPL
1,Why are your phone chargers so terrible @apple Fix this @Jesus
1,RT @QueenCleo_92: Why are your phone chargers so terrible @apple Fix this @Jesus
1,@apple y'all shitty
3,@apple @TMobile @tim_cook @JohnLegere there is an issue with apple and T-Mobile and calls on LTE dealing with both companies for weeks now
1,@Apple @TMobile @tim_cook @JohnLegere 128 iPhone6plus and 128 iPhone6 (lots of cash spent) help...please!
1,It shouldn't take a whole week to replace my harddrive @apple this is ridiculous I have homework to do
3,"@NorthmanTrader ...and there are many more short candidates,  like #AMZN #NFLX #PCLN even #AAPL.  #SMH is parabolic.  We are close, I sense"
1,"NO @apple NO! When I make an I phone Album I WANT IT TO STAY ON PHONE, not be removed when camera roll cleared.. GET IT TOGETHER!"
1,"NO @apple NO! When I make an I phone Album I WANT IT TO STAY ON PHONE, not be removed when camera roll cleared.. GET IT TOGETHER!"
5,"Happily, @apple restored my faith in them today at their Arndale Store following my earlier complaint."
1,"Who in the hell @apple thought, let's put the volume display in front of a video. Absolutely dumb. Miss video every time you adjust volume."
3,#Siri/#Passbook Integration: @Apple Hiring Maps Engineer to Work on Improved Community #Crowdsourcing http://t.co/vMZtQBcImS
3,Seems similar to @Apple or @Google doing a cloud backup of my pictures. #OnlineFootprint #ModicumOfPrudence
3,"Fans scramble for #iPod Classic, the music player #Apple killed off #aapl

http://t.co/ARjJvuI3b6"
1,Just had to buy a replacement phone charger for my son's iPhone. $40. That's why I'll never buy and @apple product for myself. Just greedy.
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
3,Apple's PT raised by Bank of America to $130.00. http://t.co/Pw11L9wMMe $AAPL #AAPL via @RatingsNetwork
3,@WEMO any work on #homekit integration with @apple ?? Looking to purchase but want to get something that is #homekit ready
1,"Besides buying basic necessities: gas, groceries, etc, #ShutItDown by not buying from @McDonaldsCorp @apple @Starbucks @Walmart #Ferguson"
1,Thanks for pushing me into #yosemite @apple it has been the #WORST so slow and clunky. #cantgoback #misssnowleopard #whathappened
1,"@Apple @iCloud Family in-app purchase approvals broken since Friday? You might have some very unhappy, money-losing developers come Monday."
1,@Apple the no caller ID thing is scary as heck and I suggest you stop it
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
1,@wearsy on apple you seem to need a us bank card to do that.  @apple I hate you
3,Are you in? #trading #stocks #futures #forex #trader #es  #baba #aapl #gpro #fb #eem #eSignal                   http://t.co/JH7BMS1Kgb
1,MY T-MOBILE/APPLE CELLULAR HELL! http://t.co/Gs9wNwmawu @apple @TMobile #iPhone6 #iPhone6Plus #Apple #TMobile #tech http://t.co/auHhLb0Plv
1,HATE @APPLE SO MUCH. RUIN MY LIFE
1,that yosemite update is so annoying i regret installing it -_- @apple sort out your shit bro
5,@aaronpaul_8 @YoBitch you have to do an android version...  or I'll change to @apple @iPhone
1,fuck u @apple ur chargers are made like shit
3,"ICYMI: iPads are Changing the Way Children Learn in the Classroom http://t.co/ml73T97RBG #Education, #Tech, @Apple, @BoyneCityPS"
1,@Apple YOU'RE NOT EVEN THE REAL FUCKING APPLE COMPANY WHAT THE FUCK AM I SUPPOSED TO DO
1,T-MOBILE/IPHONE CALLING PROBLEM WORK AROUND http://t.co/9EGYFOHeXk @TMobile #TMobile @apple #Apple #iPhone6 #tech http://t.co/0NJBQBrVhZ
1,Die ins staged @Macys and @apple gives me food for thought and peaceful demonstrations. #thinkbeforeyoubuy
5,"@Apple Watch's high-priced fashion focus on the mark, survey says http://t.co/sujgrCk69t #SNRTG #BMRTG #BTRTG"
5,Mobile companies really need to learn from @apple @oneplus they don't roll out phones left right &amp; center and yet have strong fan following
3,Our @Apple app is coming soon! Still in production!  #HypedTunes
3,Day 6 of our #Holiday #Giveaway! To ensure you stay in touch on the go we have the best brands incl. @apple &amp; @amazon http://t.co/uhbvEh7R0f
3,@michael_stephen @Apple sorry forgot you were on  apple device...on @Lumia that was process
3,"Mark Zuckerberg's Newest Frenemy: Tim Cook: Motley Fool: Throughout 2014, #Apple (NASDAQ: #AAPL) has taken a h... http://t.co/VoV6FEizKt"
3,"#Trademark Confusion: While @Apple App Store #Trademark was rejected in Australia, it's been approved in Europe &amp;...http://t.co/eAsponshkf'"
1,my phone is so slow now that i updated to ios 8 im so angry @apple fix this
1,@apple yo when ya coming out with the charger case for the 6? Hurr Up
1,I HAVE BEEN THROUGH ABOUT 18 IPHONE 5 CHARGERS @apple @stevejobs @WTF @!!!!!!!!!!!! @notcool
1,RT @keelzy: I HAVE BEEN THROUGH ABOUT 18 IPHONE 5 CHARGERS @apple @stevejobs @WTF @!!!!!!!!!!!! @notcool
1,"The iPhone 6 autocorrects BeyoncÌ© to the proper spelling with capitalization and the accent. Thank you @apple , took you long enough."
5,Review: Harman Kardon Esquire Mini is the best iPhone speakerphone you ... - http://t.co/Fn5X3aeIXw #AAPL #EsquireMini #HarmanKardon
3,@apple can i exchange my iphone for a different color lmao  i changed my mind
5,Dear @Apple thank you for inventing brightness dimmers for iPhones because my hungover self could not handle it otherwise
3,"@Apple [#Apple] #Loop: #iPhone6S Rumors, #Jobs And Wozniak's Garage Myth, iPhone 6C .... (#Saturday, 6 #December) http://t.co/o4cQFQgMyv"
1,@KateUpton Too bad your addition does nothing to improve the non-existent customer service of @gameofwar @apple @WIRED @CNN @FoxNews #fail
1,@apple I cannot see the airplay icon on my macbook air in order to show whats on my computer screen onto my TV through apple tv
5,@Apple Love #ApplePay and its security features.  Pls. make it work with iTunes 2 eliminate need for my cc info. I'll pay ahead. #PayItSafe
1,"Geez @apple I will have my mac by the 3rd of January, I won't postpone any longer."
1,@BlackBerry I kinda feel sorry for @Apple tho. #GoodJob with your last product guys!
3,"#AAPL:Apple Loop: iPhone 6S Rumors, Jobs And Wozniak's Garage Myth, iPhone 6...http://t.co/Zhmp5JZhvi"
3,Apple CEO Tim Cook comes out as gay @Apple   http://t.co/euFQQpMjj6  Via @posh360_Net
1,"Terrible service at @Apple store in Bethesda, MD. Second time. Will buy my new iPad &amp; cover ($950+) at @BHPhotoVideo. @tim_cook @h_posner"
1,Get the gaming nerd ads off the sec championship game @apple
3,Apple ! @apple http://t.co/tCfTmuauMY
3,RT @TypicaIStoner: RT if you think @Apple should approve this Emoji http://t.co/MI6sKtkaye
1,Just another reason to hate @Apple!!!!!!!!!!!
3,Great! @Apple now on board with #Alabama #LGBT bill named after CEO http://t.co/DNYIip9U5S #equality #Tim #Cook @equalityalabama
1,Apple makes bad chargers. The @apple genius said wrap it in electrical tape. I wonder what Jony Ive thinks of that. http://t.co/HvxSJUt39p
5,@zdarsky @apple Bad Eyesight is for PC and android users.
3,"They should have a screen record on iPhones, just hold the screenshot button down and your recording your screen @apple"
1,"@viticci @panic @Apple Jesus, why did they create extensions at all? Lighten up Apple."
3,"Trade $AAPL #FREE Nightly Updates are #posted here on #Twitter, or you can visit the #Trade #AAPL FREE #website here http://t.co/U4TKeApbxF"
1,Finally updated to iOS 8...this happened ha weird glitch fix it please @apple http://t.co/LCoGg7yfEz
3,"#AAPL:After Decades Of Consolidation, Wall Street Is Fragmenting...http://t.co/0E4rh8SwIX"
1,@fireatwill @Apple I wrapped my charger and it began smoking. Do better Apple.
1,@NBCNewYork encourages this marxist BS that @NYPDCommAffairs =ISIS. @Apple gave order 2 not arrest marxist dupes trespass? #PantsUpDontLoot
5,bought new @apple earpodstm
3,Why @Apple Needs #China to Love the #AppleWatch (AAPL): http://t.co/psajA2okfM via @themotleyfool #Wearables #WearableTech #Apple
3,A surprising twist in the @Apple #iPod #Lawsuit ---&gt; Down to One Plaintiff! http://t.co/0hyU4OBfUi  @NYTimes #tech #news
1,"Dear @ATT if you are going to copy @apple in your stores - when someone makes an appointment, use it #dipshits"
1,Dear @Apple can yall please stop making yall chargers cheap pieces of shit I'm tired of having to replace them every 3 monthd
1,RT @Hi_IamAaron: Dear @Apple can u please stop making yall chargers cheap pieces of shit I'm tired of having to replace them every 3 months
3,@apple @iphone @emoji it is 2014 why is there no canadian flag in the emoji keyboard?
3,@Apple needs an iCreep app
1,@apple SMD with us weak as phone b!!!
3,@YouKantFindMe @Apple kashka and clave own your mind
1,TRASH. @Apple
3,"#Ebay #Music @@Apple TV2 Gen Jailbroken Untethered XBMC, XBMC, FREE SPORTS,ADULTS CHANNELS #Home #Audio http://t.co/eucnnOiN05"
3,@itsashleyperez @Apple This is an obsession of yours.
1,Lmao oh my god why the fuck did it autocorrect it from 'gonna' to 'finna' ahahahah @apple u ghetto child ass youuu http://t.co/H9x2YCwx0T
5,Thank you @apple #AppleSantaMonica for fixing my friend's phone in less than 2 hours free of charge. You guys are the best.
1,Dear @apple @itunes WOW! You really made iTunes SUCK! Please stop updating it and making it worse than it was before. Thank you.
5,@stevewoz @Outback Its good to see you doing these videos on apple ii and doing possible @apple related projects is all very exciting.
1,RT @JOJOxSweat: WHY MY CHARGERS ALWAYS GET NECKS &amp; SHIT @apple
3,"#iPhone6, #6 Plus Availability And Wait Time Update: @Apple [#Apple] Store, Verizon .... (#Sunday, 7 #December) http://t.co/OyrnRBvtse"
5,@stevewoz @Outback Personally I am excited about @apple projects like 0 gravity and things in development even though  I only own iPod.
3,Apple Inc. (AAPL) iPhone 6 Sales Dent Android Market Share http://t.co/Nbo2TPoG3v #AAPL
1,"@NevBackwoods exactly. Come on @apple / other phone companies, get yo shit together"
3,@Swift_Addiction: lol @apple quicktime MOVs
1,Hey @Apple I did another software update and my iPad won't open any webpages. Any ideas here?
3,"@MarkZuckerbergF of @facebook and tim cook of @apple are sparring, but can we plz talk REAL connectivity on the web? http://t.co/AKfHP9pL9X"
3,@Sony and @Apple @iTunesMusic  @AppStore @tim_cook need to combine their efforts and  make one solid system accessible from any device...
5,New MacBook Pro is AMAZING!  Thanks @Apple
1,MY IPAD IS GLITCHING SO BAD AND IT ISNT CHARGING WTF @apple
1,dear @Apple get your shit together
1,@tim_cook @Apple FIX MY PHONE
3,Apple's PT raised by Barclays to $140.00. overweight rating. http://t.co/Wcq9xY6Kor $AAPL #AAPL via @RatingsNetwork
3,Apple's PT raised by Bank of America to $130.00. http://t.co/gRWIczYxqZ $AAPL #AAPL via @RatingsNetwork
1,"Finally updated #iPhone to IOs 8 something, thanks @apple for more shit we don't need. #seriously, thanks a trillion. http://t.co/JK2LnVs4JW"
3,GREAT READ: Why @Apple @Facebook and @Google created their own programming languages http://t.co/WqZ1xufgtw #Dev
3,"Looking down on the crazy George Street, #Sydney in the rain from the @Apple Genius Bar.... http://t.co/fw8BCu1DOD http://t.co/dlrmFkDKHh"
3,"Looking down on the crazy George Street, #Sydney in the rain from the @Apple Genius Bar... http://t.co/TuBXTBvKy4"
1,Never ever buy an @apple itouch they are worthless
3,"RT @Anna_Cochrane: Looking down on the crazy George Street, #Sydney in the rain from the @Apple Genius Bar... http://t.co/TuBXTBvKy4"
3,"RT @Anna_Cochrane: Looking down on the crazy George Street, #Sydney in the rain from the @Apple Genius Bar... http://t.co/TuBXTBvKy4"
3,@Anna_Cochrane @Apple Shouldn't you be out walking Anna? Pick me up a iPhone 6 128g while you're there. I can DM an address.
3,@apple: what MacBook @ray_alexander_: Apple. I need my MacBook byke.' http://t.co/5yTCqlOplz
1,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
1,@apple #Yosemite has ruined my wifi
3,"#AAPL:iPad Mini 3 vs Sony Xperia Z3 Tablet Compact: Step Aside Sony, Apple S...http://t.co/85qGEiH7LO"
1,I hate you so much @apple @macs
1,@L2DAWASHINGTON @Apple I hope them faggots get cancer
3,#Apple Campus 2 December 2014 update + Drone Flyover video - http://t.co/WvHhksxGD3 #AAPL #CompanyTagged http://t.co/x3B0qMBvkp
1,Siri confirmed for gay communist atheist open your eyes @apple http://t.co/QufLnjXW4T
5,"Washed my earphones by accident, still works. Thank you @apple , actually did something good"
1,"Wow @apple I have only family guy and Simpsons 
Yet I can't dowmload the old update 
I really need 2 GB to update 
Can't wait"
1,fuck you too @apple
1,Hey @netflix how come every Saturday movie night fails on #appletv? Do I chuck @apple or you guys? #wifegoingtosleep
3,@Apple YH News Apple's iPod Antitrust Lawsuit Is Full Of Great Steve Jobs Quotes: Here's The Top 4: Apple Inc....  http://t.co/hNuWafq0sI
3,: it can kill caitlin so caitlin dont eat @apple pie
5,@nosheenh2oo9 @Apple this is my most favorite tweet
5,RT @_emilymahon: @nosheenh2oo9 @Apple this is my most favorite tweet
1,@_emilymahon @nosheenh2oo9 @Apple shut the hell up
1,still waiting new emojis where them at @apple
1,Bitch yassssss @apple do yall know how long ive been waiting on this feature?!
1,@Apple your new ad is fucking racist against the #french
1,"@yungshamwow @Apple apple sucks,"
3,@Apple dog wtf
1,Just explained to my kids if @apple made their bunkbed we'd have to get a new one every two months.
5,Enjoying my studio wireless beats. @beatsbydre @apple
1,FUCK YOU @apple FOR MAKING SHIT PRODUCTS
3,@Apple lol. Yea bro.
3,#AAPL:iPhone 7 Rumors: Might be Called iPhone 6S; Come in 3 Styles...http://t.co/0XbmuVdZpL
1,I hate you @iTunesMusic @apple
3,T-MOBILE/IPHONE LTE PHONE CALL WORK-AROUND http://t.co/rctGxbHpJH #iPhone6 #TMobile #Apple @apple #tech #smartphone http://t.co/nBlIiAW1JU
1,why dont macs have an emoji keyboard @apple u messed up
1,Fucka de you @apple
1,@jimmyPasha_ @apple apple: nsa infested SHIT http://t.co/1bmqhNbIk0
1,what the hell why did lucy's songs just delete off my phone I HATW YOU @iTunesMusic @apple
5,"#UBS increases #Apple's #iPhone6 sales, revenue and #EPS http://t.co/7dpnAB6cuY #AAPL $AAPL $UBS #tech #iPhone6Plus http://t.co/pBQ3ijHAnD"
1,"that was terrifying, suck my ass @apple"
3,UBS hikes FQ1 #iPhone forecast following Google checks #AAPL http://t.co/92YmzRBBuw
3,#Apple: Facing A Challenge From #Google's #Android #AAPL  http://t.co/XlHPrm9dRV
3,#BlackBerry: Analyzing The Secusmart Purchase #BBRY  #AAPL  http://t.co/fi80pH6QCR
3,Is now a good time to switch to @Apple #iCloud Drive ? http://t.co/XdSZpusYWq
3,"The difference between @Apple and everyone else, in one photo http://t.co/RXaKDAJrwm via @qz"
1,"@apple ima need yall to get your shit together, my phone is fucking up something serious"
3,@AppIeGivevvay if your not affiliated how the Fuc# you giving away all of these phones? I will be calling @Apple on Monday.
1,"@applenws @AppleProducts @Apple ok look, yall still ain't reversed me back to iOS 7. idk what the hold up is but ima need yall to get on it"
3,"#AAPL:iPhone 7 Rumors: Might be Called iPhone 6S, Coming in 3 Styles...http://t.co/0XbmuVdZpL"
3,My iPod touch case 5 @apple #ipodtouch5thgen http://t.co/8H6UXnwx9P http://t.co/PzaZYtxpGX
3,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
3,"#iPhone6, #6 Plus Availability And Wait Time Update: @Apple [#Apple] Store, Verizon .... (#Sunday, 7 #December) http://t.co/edyMMWIYeN"
5,"Inspiring People - Steve Jobs  
@apple @iphone6
http://t.co/IEbQfGbgmR"
1,"#Flipping #great! the @Apple [#Apple] #iPhone 'that won't smash' because it detects when it .... (#Saturday, 6 #... http://t.co/6ZwW81m5Ez"
3,@Apple granted patent for invention that stops you smashing your #iPhone http://t.co/CAgi3qeSZW http://t.co/qyKPMugESw
3,Explore all the Apple rumours for 2015 http://t.co/dFfeIjBDZE #Apple2015 #TechIreland @Apple http://t.co/M6vrskWmLF
3,hahahaha @Apple Australia loses fight to have 'App Store' trademarked http://t.co/MiSOUGZNpN via @itnews_au
1,"Oh @apple, why do I have to delete my unwanted photos eight times. Once is enough. I don't want a 'recently deleted' folder."
3,Dan Nathan: How To Profit From Apple Inc. (AAPL) Stock? http://t.co/JzTjVsJKhj #AAPL
1,I went to @apple to buy an #iphone6. Was told although in stock I had to reserve and return tomorrow to buy. Goodbye. http://t.co/hzET7Xk82h
3,"Mark Zuckerberg Jabs Apple for Pricey Products $AAPL #aapl
http://t.co/Zk2bIIwS4f"
3,Can I turn auto correct off @apple ?
3,RT @Totterdells: Explore all the Apple rumours for 2015 http://t.co/dFfeIjBDZE #Apple2015 #TechIreland @Apple http://t.co/M6vrskWmLF
3,"Apple to launch 4-inch iPhone next year: Report $AAPL #aapl
http://t.co/x3lzm9bOoM"
3,"RT @JPDesloges: Apple to launch 4-inch iPhone next year: Report $AAPL #aapl
http://t.co/x3lzm9bOoM"
1,"I ordered a Osx from you, but it seems like someone is on my network or i have a cloned copy, ideas?@AppIeOfflciaI @Apple"
1,"Apple Acted Unfairly In Suppressing Digital Music Competition: Paul Kedrosky $AAPL #aapl
http://t.co/XTbFhpbYf7"
1,Your iPad game just got shut way down. Like 24K gold way down. http://t.co/Gfcw8Ta0wS (cc: @Apple)
1,"RT @JPDesloges: Apple Acted Unfairly In Suppressing Digital Music Competition: Paul Kedrosky $AAPL #aapl
http://t.co/XTbFhpbYf7"
3,I posted 9 photos on Facebook in the album 'WOW TALKS // PASSION FOR DESIGN // LONDON DESIGN FESTIVAL @APPLE' http://t.co/vgRlX9OCMT
3,Apple CEO Tim Cook comes out as gay @Apple   http://t.co/euFQQpMjj6  Via @posh360_Net
3,"Apple Watch's high-priced fashion focus on the mark, survey says $AAPL #aapl
http://t.co/zyrN5Tfis0"
1,Get rich quick as a criminal #capitalist. Steal your client's products. #Apple #technology  http://t.co/kUgHhrehpF @apple
1,"@apple #stevejobs Sometimes, to control the whole world with your ideas, itå«s necessary to test them in a hard way... http://t.co/ZuzKocA9ZD"
3,"China Grants Apple 27 Design Patents Covering iOS UI's and Icons $AAPL #aapl
http://t.co/9MWZWP0s6B"
3,0144 : #Sick : Being sick has a perk. Catching up on a million shows with @apple TV.
3,"Tim Cook's $100 Billion 'Mistake' $AAPL #aapl
http://t.co/UOIuZmHheW"
1,"Why can't Apple meet demand for the iPhone 6? $AAPL #aapl
http://t.co/ipPd0j3n6R"
5,fun..fun nights..Post birthday celebration of rfrancoben and @apple. http://t.co/maRHLxgV0F
5,Yeeaaayyy....awesome OS X Yosemite 10.10.1 roccckkkssss m/ https://t.co/cK8wPnN91V @satan_oppa @apple
3,#AAPL:Check Out The Collection Of A Guy Who Started Accumulating Classic App...http://t.co/FlMVxvl9Hw
1,@APPLE YOURE SHIT FIX MY PROBLEM
1,"@apple #iPhone6 running #ios811 sporadically hangs. Doesn't seem to be when running any app in particular, sometimes none run and it hangs."
3,"Apple could release 4-inch iPhone 6 Mini next year $AAPL #aapl
http://t.co/lyomrvbCe0"
3,@YogscastSjin WOW!! The yogscast is now even sponsored by @Apple XD
1,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
1,This accessory may not be supported' ok @Apple just tell me that the charger that came with my phone won't work???
3,"iPhone 6 Shipping Times Drop to 3-5 Days $AAPL #aapl
http://t.co/7BU5WzQ1EE"
3,"#Robots #fabricando #iPhone, #iPad Pro, @Apple [#Apple] Watch, Apple TV y el #.... (#Sunday, 7 #December) http://t.co/TzzREU7NCt"
3,non-banks @google @apple @PayPal @Moven @Venmo #FinTech via @stevedenning Can Banks Master Disruptive Innovation? http://t.co/LQ5PgE7vRF
3,"#New @Apple [#Apple] #iPhone with 4in screen for #one. (#Sunday, 7 #December) http://t.co/cBdPX3qCVh"
5,"UBS Increases Apple's iPhone 6 Sales, Revenue And EPS $AAPL #aapl
http://t.co/iSnWQ2glE2"
1,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
1,@jimmyPasha_ @apple Another Government Shows Apple The Door http://t.co/GZTsl8ltGq
1,"Apple must continue to improve cybersecurity as attacks increase
$AAPL #aapl
http://t.co/kAKiHRC8V0"
3,INSIGHT FROM APPLE'S TIME COOK http://t.co/96c0F0rfgX @tim_cook @apple #Apple #iPhone6 #Google #Microsoft http://t.co/DeOerErnMf
1,"RT @OneRepublic: Studio at 45,000 ft.  One outlet,  4 computers.  @Apple we need the batteries of the future NoW!!!! http://t.co/astp9x6KET"
1,"iPod replaced. If I never have to set foot in an @apple store again, the world will be a better place."
3,"Apple: Kantar's Data Points To A Huge December Quarter $AAPL #aapl
http://t.co/kQvqbBr5Aa"
3,"#AAPL:How Facebook And Apple, Their Technologies, Reduce Inequality...http://t.co/LFlMYa7dWB"
1,Seems like @apple #customerservice is going downhill when they say need a new battery due to 600 charges over 14 months. å£50 to change.
1,"@Apple Yosimite Detects Faulty RAM Module but Apple Hardware Test Does Not?
#Apple #Yosemite #AHT 
http://t.co/BwFpd3q2xA"
3,"The discontinued iPod Classic is selling for up to $1,000 online $AAPL #aapl
http://t.co/lnC1yqSxPw"
3,It's important that Apple not become the developer for the world. We need people to invent their own stuff.' - Tim Cook CEO of @Apple
5,"Apple: $115 matches 8.4% increase in earnings. Use 2014Q3 EPS=$1.42 in  #free IOS App Donkey Stocks. #AAPL
https://t.co/pyU6cuTYrX"
1,@SheLovesQuez fuck @Apple I'm get a note
3,@SheLovesQuez @Apple you must not like em
1,Been waiting 7 days so far for @apple to approve the new app for #CRMSuite. Should be next week!
5,"Apple: UBS Evidence Lab Increases iPhone estimates to 70.9 million $AAPL #aapl
http://t.co/nFgAHz2Eul"
5,Nice job @Apple - Learn to code opportunities next week at Apple stores nationally #edtech #stem #ap http://t.co/JatgD1ce8q
1,"It's 2014, why doesn't iTunes support .flac files? I mean at least be able to covert em. Yall so fuckin petty @Apple"
3,Could Apple Inc. Sell 24 Million Apple Watches in 2015? http://t.co/AS6fzefq8q #AAPL
1,RT @galengering: Hey @apple-I know my iCloud storage is full. Thank you for reminding 82 times a day!
3,@getlolo_ @apple explain this please http://t.co/G6fZnyuCP8
3,I'm learning all about iPod Touch at @Influenster! @Apple http://t.co/It9XKp6LSx
3,"Mark #Zuckerberg defends free #Facebook, fires back at @Apple and @Ello http://t.co/BCowoLMizS"
1,2) @Apple I've got one question for yall. Who is the genius who decided CAPITALIZING random words was a good idea? Bec it wasn't a good idea
1,That annoying moment when you realise that your @apple  #iPhone6 has a bend in it on one side ='[
3,#AAPL:Has Tim Cook 'Wasted' $100 Billion At Apple?...http://t.co/dMiM2EBgzN
3,"iPhone 6, 6 Plus Availability And Wait Time Update $AAPL #aapl
http://t.co/qdJLBaw3DZ"
1,@Apple yo this Genius Bar shit is worst than the dmv get it the fuck together
5,@Apple you guys should make pipes too!
3,"Another shot at the best names in electronics. Day 7 of our #Holiday #Giveaway brings you @Amazon, LG &amp; @Apple. http://t.co/P1xSTsJkFh"
1,@BmoneySlamdog23 @Apple every time I type the word yA it capitalizes the a. Drives me nuts.
1,they have no computer programming classes anywhere in LA @apple whats up with that????
1,"Yeah, I'll definitely be going to the @apple store after finals. Damn MBP Graphics card failing again, this is bullshit for a $2500 computer"
1,RT @all4incognito: HATE @APPLE SO MUCH. RUIN MY LIFE
5,My phone just charged 23% in 45 seconds thanks @Apple
1,@Apple I know you have the most secure OS but you've lost me as you don't have a #dualsim version for us travelling types
3,@sammcmanusss @Apple idk it just happend though
1,For some odd reason I can't re-add 1989 on my phone. @apple stop depriving me of my jams
1,@apple fix this.
3,-- @Apple Is Figuring Out How To Sell An Archetype http://t.co/nwt8qyt0wP via @techcrunch #tech http://t.co/KB4G4vtLuA
5,@Apple store #nyc I am honored to be here. #travel http://t.co/JnbCd79z1b
3,"Foreign Currency Exchange May Be A Headwind For Apple $AAPL #aapl
http://t.co/7GiTFxqS5j"
1,Yall some hoes BRUH @apple http://t.co/BBVtlFzzpK
1,Why I Hate Apple - http://t.co/IbpyJXaOuW #AAPL #Long-Term_Larry
1,Here's the @Apple #SmartWatch. I say @HP beats it easily. It's like an elitist toy versus a real machine :-) http://t.co/LVa3EpXeAv
1,Archetype? I'd rather have @Apple figure out how to make a product whose UI was intuitive. http://t.co/OdVdGk9MrN @techcrunch @panzer
1,Just overheard an @apple employee tell some1 not to use capital letters in their password cause it will be easier to remember! #applefail
3,"Could Apple Inc. Sell 24 Million Apple Watches in 2015? $AAPL #aapl
http://t.co/DK99Rq2U1e"
3,"once a new @apple item comes out, every other product starts tweaking"
5,Loving my @apple #iPhone6Plus even though I've hyperextended my thumb reaching for the top Apps #thestruggleisreal
3,"#Innovation distinguishes between a #leader and a follower' - Steve Jobs, Co-Founder of @Apple"
3,@ProfessorF @Apple @HP I am a bigger fan of the @LGElectronics G Watch R.
3,@Macys Why do I have to sign when making an @Apple Pay transaction?
3,"Update: Apple's HealthKit Seeing Early Adoptions $AAPL #aapl
http://t.co/oX78q6xlw4"
1,@apple when are you going to fix the maps app. The navigation sucks!!! Face it and just switch to google maps.
1,@ProfessorF @Apple @HP Best smartwatch is still the Pebble.
5,@GordieStewart22 @Apple welcome to the club!
1,@Amy_Mc blame @apple and their rubbish memory on my phone
3,Footage of the Apple-1 computer running. #ComputerHistory @apple @christiesinc http://t.co/nTGfnJWZ7G
5,Safari consumes less battery by pausing flash video every 5 seconds. Thanks @apple
3,"@ProfessorF @Apple @HP
I find your predictions to be excellent contra indicators for how I should invest my money."
3,"Apple: Market Maker Price Range Forecast Update $AAPL #aapl
http://t.co/pxOoOAKuy8"
3,#AAPL #iPadAir2 RT @waltmossberg Apple Unveils New iPad Air 2 Ads http://t.co/XCsTkCpQWo  via @KurtWagner8 http://t.co/KkUUQBhK9q
1,RT @QueenCleo_92: Why are your phone chargers so terrible @apple Fix this @Jesus
1,@apple You know your iPhone is fucked when the lettering on the screen goes back-to-front..
1,Seriously?! @apple that stupid add of the macbook with the different stickers you can put on it?! I hate how gullible people can be.
5,"#Music is always part of my life, and everyday @Apple is also as important as music to me http://t.co/oAeF2IIvrm"
3,"Trade $AAPL #FREE Nightly Updates are #posted here on #Twitter, or you can visit the #Trade #AAPL FREE #website here http://t.co/U4TKeApbxF"
1,how do I have 1% then plug in my phone and jumps to 4% @apple stop playing games
1,Thanks to @Etsy @amazon @BestBuy &amp; @apple my postman will be working overtime.
3,Apple Debuts New iPad Air 2 TV Ad 'Change' with New Website Section http://t.co/8q8satHa2S #AAPL
1,@Apple technology..is becoming very undesirable. These glitches are constantly stopping my from working
3,Been a while since I bumped into @apple @NicoleMoudaber artist page now ready to go with 2 releases worth of music. Best link to send??
3,Apple Inc. Weekly Roundup: Facebook Ads &amp; iPad 4 http://t.co/1YrNUvCJel #AAPL
5,"Cool Stuff Found: @Apple Posts 'iPad Air 2 - Change' Commercial with Focus on New Ways of Doing Things
http://t.co/5ufiV90QAO"
